PR,Requisition Date,RFQ ID,RFQ Date,PO,PO Date,Fund Code,Project Name,Project ID,Requested BY,Buyer Name,Description,Qty,Unit of Measurment,Currency,Amount,Vendor Name,Invoice Number,System GRN Number,GRN Number,Doc. Received Date,Voucher ID,Cheque Number,Net Pay to Vendor,On hand status,Progress,location
6406,23/12/2019,1778,23/12/2019,6062,07/02/2020,US1SJ US1UH,DFSA,WVIXET0005 WVIXET0006,Mekdes Leykun,ANEGASSA,Toners for 2020-SPIR 2. Toner 507X black for HP Laser Jet 500 color M551,3,PCE,ETB,35565,,,,,0000-00-00,,,0,"RFQ submitted for approval online but in the meantime, Required Vendor agreement shared and the toner is out of the price listed and RFQ distributed to five vendors with 31 December 2019 submission date. Since the nature of purchase regarding UOM should be as a set whereas the entreated is separately (Black only), the response from Four Vendors is Out of Stock and one vendor namely Topcom Computer Trading provided the price for the set of toner. Now the requester informed the same and waiting for the final decision. Confirmed on 24 January 2020 the RFQ Distributed again accordingly & the received Offer opened & shared with IT on 04 February 2020 for technical review.PO Created on 07 on 2020 and issued on 12 February 2020 . Waiting for delivery as the delivery within 30-50 days terms of condition.",Ongoing,Procurement
1174992548,09/01/2020,1174992548,09/01/2020,1174992548,01/01/1970,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,ANEGASSA,Purchase of Small digital weighing scale; 200g-40 kg for East Haraghe FO as per the attached sample pic.,2,PCE,ETB,7000,,,,,13/02/2020,93536,4985121,3599.98,the assignment takes over from Nardos on 09 January 2019. Offline RFQ created on 10 Jan 2020 & submitted for approval. Approved & ready to distribution.the offer opened & shared with the requester then Under technical review starting 15 January 2020.The item delivered on 05/02/2020 but Final Confirmation for the technical inspection received on 11 February 2020 & Document communicated to finance on 12 February 2020.,Completed,Procurement
6447,09/01/2020,1785,09/01/2020,6095,21/02/2020,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,ANEGASSA,1. Wire mesh for a communal pound construction (1)Spec: 24mm X 24mm X 1.6mm thick mesh wire (1 roll = 25m length & 1.2m height)2. Wire mesh for a communal pound construction; (2)Spec: 24mm X 24mm X 1.6mm thick mesh wire (1 roll = 25m length & 1.2m height),68,RLL,ETB,211140,,,,,0000-00-00,,,0,RFQ created on 10 Jan 2020 & submitted for approval. Approved & ready for Distribution. Opened & shared with the requester on 15 January 2020 & Waiting for Technical review result.The three vendors who respond to CARE Ethiopia RFQ were visited by the technical person but not in the specification as required. Finally proposed to rebidding process. The rebidding process with the actual sample did and the final Confirmation for the next action (Award quotes) received on 20 February 2020.PO submitted for the approval on 24 February 2020 online.,Ongoing,Procurement
6412,09/01/2020,1781,09/01/2020,6034,22/01/2020,US1SJ US1UH,DFSA,WVIXET0005 WVIXET0006,6412,ANEGASSA,"1. Preparation of a wooden photo frame supported by foam board; thickness 5 mm (0.5 cm).Specification:Size: 2.4 m X 1.2 m, Which can accommodate 30 pcs of photographs with 20*30 cm size.Delivery place: CARE HO, AA2. Preparation of a wooden photo frame supported by foam board; thickness 5 mm (0.5 cm).Specification:Size: 1.4 m X 1 m, Which can accommodate 20 pcs of photographs with 20*30 cm size.Delivery place: CARE HO, AA",2,PCE,ETB,27945,EMMER ADVERTISING AND PRINTING ENTERPRIS,FS NO 00000127,5971,8921,25/02/2020,93976,,0,"RFQ # 1781 Prepared by Nardos but recent contract agreement shall be checked if this item is included. Now the assignment takes over from Nardos on 09 January 2019.under checking at the required vendor. Checked then RFQ distributed on 13 January 2020, the offer opened & shared with the requester on 16 January 2020 for the selection & The selection Confirmed on 21 January 2020 & now under award PO. PO issued on 24 January 2020. The Item delivered on 06 February & waiting for the Credit invoice. The invoice received through a repeated telephone call on 20 February 2020 & Document communicated to store for the GRN on the same date.Document Communicated to finance on 25 February 2020.",Ongoing,Finance
6424,20/12/2019,N/A,20/12/2019,5989,23/12/2019,US17Y,Emergency,CRSXET0006,MENBERE SILESHI,NSOLOMON,Vehicle rental Extension for 6 days Plate # 3-A13823 long base from 23 Dec 2019 to 28 Dec 2019 at West Hararge.Vehicle rental Extension for 6 Days Plate # 3-A33729 long base from 23 Dec 2019 to 28 Dec 2019 at West Hararge.,23,DAY,ETB,25366.48,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/467/12,5905,8835,03/02/2020,,,0,PO Placed on 23.12.2019/waiting for service delivery/ Payment request received on 10.1.2020 /document send for GRN on 13.1.2020/ GRN issued and received on 15.1.2020/ document communicated to finance on 16.1.2020,Ongoing,Finance
6376,06/12/2019,N/A,06/12/2019,5933,09/12/2019,US2H5,Emergency,OCHAET0047,Menbere,AFEKADU,Vehicle rental Extension Plate # 3-89883 one pick up 4WD single cabin for one month 13/12/2019 to 30/12/2019 at West Hararge FO.,30,DAY,ETB,47352.98,GETACHEW MOLLA CAR RENTAL SERVICE,,,,16/01/2020,92440,4741234,27917.67,"Vehicle inspected and under service delivery/waiting payment request/payment request received on January 10,2019 /Document communicated to finance on January 16,2020",Completed,Procurement
6380,06/12/2019,N/A,06/12/2019,5936,09/12/2019,US2H5,Emergency,OCHAET0047,Menbere,AFEKADU,Vehicle rental Extension plate # 3-A07755 one long Base from 16/12/2019 to 30/12/2019 at West Hararge FO.,30,DAY,ETB,47352.98,GETACHEW MOLLA CAR RENTAL SERVICE,,,,16/01/2020,92441,4741233,31156.64,"Vehicle inspected and under service delivery/Waiting payment request/payment request received on January 10,2020/Document communicated to finance on January 16,2020",Completed,Procurement
1754663911,03/01/2020,Offline,03/01/2020,1754663911,08/01/2020,ET-SPC,Admin,SUSPET0004,Abel A.,DGETACHEW,1. Laptop Screen,1,EA,ETB,4600,TOPCOM COMPUTER TRADING,,,,0000-00-00,92450,4741236,4600,1. Performa collected and sent to IT 3/1/2020/ Item inspected and received 8/1/2020/Document forwarded to finance 14/1/2020,Completed,Procurement
204004692,23/01/2020,Offline,23/01/2020,204004692,23/01/2020,US044,SINCE,UNRTET0128,Ye'abtsega M.,DGETACHEW,"3"" suction hose for 5 water pumps (7m for each pump)",35,MTR,ETB,11375.05,MOAG ENGINEERING & TRADING PLC,,,,0000-00-00,92361,,0,1. Performa collected and the item was found from one vendor/Item delivered and sent to Butajira/Document forwarded to finance 14/1/2020,Ongoing,Finance
1891302343,10/01/2020,Required vendor,10/01/2020,1891302343,13/01/2020,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,1. Photocopy and binding,80,PG,ETB,11444.8,Fitsum Gashaw Mekuria (Fitsum Printing Press),,,,27/01/2020,,4985007,11245.76,1. order is given to the vendor to collect the document for photocopy/Document forwarded to finance 24/1/20,Completed,Procurement
1423197485,10/01/2020,Required vendor,10/01/2020,1423197485,10/01/2020,US31E,SINCE,IRCXET0006,Abigel Abrham,DGETACHEW,"1. Single cabin pick up rental vehicle to transport 3"" suction hose for 5 water pump",2,DAY,ETB,3156.87,GETACHEW MOLLA CAR RENTAL SERVICE,,,,27/01/2020,,4985013,3156.87,1. vehicle inspected and is out to Butajira/Document forwarded to finance on 24/1/20,Completed,Procurement
1884300173,13/01/2020,Required vendor,13/01/2020,1884300173,14/01/2020,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,1. Translation of PACE document from English to Amaharic2. Translation of PACE ICRW document from English to Amaharic,85,PG,ETB,14317.5,DAWIT LINGUIST AAND TRANSLATION SERVICE,,,,18/02/2020,93725,,0,1. order email is sent to vendor 14/1/2020/Both draft translated documents sent to requestor for review 24/1/20/ comment forwarded to vendor and waiting for the fin al translated document 3.2.2020/ waiting for payment request and final draft/ document will be forward to finance on 13.2.2020/ document communicated to finance on 18.2.2020,Ongoing,Finance
6403,16/12/2019,N/A (Required Vendor),16/12/2019,5961,17/12/2019,US17Y,Emergency,CRSXET0006,MENBERE SILESHI,NSOLOMON,Commodity Transportation from Dire Dawa to East Hararghe,221.98,MTN,ETB,86388.8,TENAGNWORK TRANSPORT,Tena/084/2020,5913,8843,03/02/2020,93036,4985052,84661.02,PO Placed on 17.12.2019/ under service receiving/ Service received/ Payment request received on 10.1.2020/ Confirmation from Commodity unit received on 13.1.2020/ document send for GRN on 15.1.2020/GRN issued and received on 16.1.2020/ document communicated to finance on 17.1.2020,Completed,Procurement
6418,20/12/2019,N/A,20/12/2019,5979,20/12/2019,US2H5,Emergency,OCHAET0049,MENBERE SILESHI,NSOLOMON,Vehicle rental Extension Plate # 3-40735 one long Base for 18 days from 21 Dec 2019 to 7 Jan 2020 at North Program OfficeVehicle rental Extension plate # 3-87608 one long Base for 18 days from 21 Dec 2019 to 7 Jan 2020 at North Program Office,18,DAY,ETB,76099.41,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/470/12,5912,8842,17/01/2020,92493,4741251,74775.94,PO Placed on 20.12.2019/waiting for service delivery/ Payment request received on 15.1.2020 and document send for GRN same day/GRN issued and received on 16.1.2020/ document communicated to finance on 17.1.2020,Completed,Procurement
6420,20/12/2019,N/A,20/12/2019,5976,20/12/2019,US2H5,Emergency,OCHAET0048,MENBERE SILESHI,NSOLOMON,Vehicle rental Extension plate # 3-A76651 for 16 days long Base from 25 Dec 2019 to 9 Jan 2020 at Borena FOffice.,16,DAY,ETB,33821.96,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/476/12,5911,8841,17/01/2020,92495,4741253,33233.75,PO Placed on 20.12.2019/waiting for service delivery/ Payment request received on 15.1.2020 and document send for GRN same day/GRN issued and received on 16.1.2020/ document communicated to finance on 17.1.2020,Completed,Procurement
6419,20/12/2019,N/A,20/12/2019,5977,20/12/2019,US2H5,Emergency,OCHAET0048,MENBERE SILESHI,NSOLOMON,Vehicle rental Extension Plate # 3-80759 one long Base FOR 17 Days from 24 Dec 2019 to 09 Jan 2020 at Borena Field Office.,17,DAY,ETB,33821.96,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/435/12,5914,8844,17/01/2020,92495,4741252,33233.75,PO Placed on 20.12.2019/waiting for service delivery/ Payment request received on 15.1.2020/ actual Service received date decreased in to 16 Days and document send for GRN on 16.1.2020/GRN issued and received on 16.1.2020/ document communicated to finance on 17.1.2020,Completed,Procurement
0000006448 (Partial replacement of PR 6381).,13/01/2020,0,13/01/2020,0,0000-00-00,US1SJ US1UH,DFSA,WVIXET0005 WVIXET0006,Mekdes Leykun,ANEGASSA,"1. Workstation 1 (cubicle) with two-seater which has the same design as per the attached pic.Specifications:Size 140 cm (H)* 240 cm (L) * 60 cm (W)Fully wooden partition boards framed with aluminum, cherry color including the drawers.We recommend Technostyle Furniture Center PLC because the required sample model Workstation is only found there and they agree to produce that type (made to order).2. Workstation 2 (cubicle) with two-seater which has the same design as per the attached pic.Specifications:Size 140 cm (H)* 240 cm (L) * 60 cm (W)Fully wooden partition boards framed with aluminum, cherry color including the drawers.3. Shelf No.1 imported with two upper lockable glass doors & two lower lockable wooden doors as per the attached pic, dark brown color.Size: 200cm (H) *80cm (L) *40cm (W)(We recommend Waryt Mulutila International PLC as they have the required model (ready-made).4. Shelf No.2 imported with two upper lockable glass doors & two lower lockable wooden doors as per the attached pic, dark brown color. Size: 200cm (H) *80cm (L) *40cm (W)5. Stationery cupboard shelf, wooden/steel with two lockable doors, five compartments, cherry/mahogany/brown color. (Made to order).Size: 200 cm (H) * 110 cm (L) * 65 cm (W).Note: It should be very strong & durable that can hold all small and big sized stationery items like notebooks, pen, toners, A4, A3 reams of paper, flip charts, box files... as a storage shelf.",1,PCE,ETB,113850,,,,,0000-00-00,,,0,"Waiting for a response from the requester in connection with the non-competitive Procurement Justification form to be completed. Confirmation received to hold the procurement of the two Workstations (cubicle) with two-seats till further notification but the process will continue for the remaining. RFQ IDs 0000001793 & 0000001792 were created upon receiving NCJ on 22 January 2020. RFQ approved & Distributed on 23 January 2020.further notification regarding hold on the procurement of the two Workstations (cubicle) with two-seats received on 23 January 2020 as well. Now waiting for an opening for offer.Offer shared with the requester on 24 January 2020 for the proper selection.The three vendor?s offer who respond to CARE Ethiopia RFQ was reviewed by the Requester, but not in the specification as required (ready-made instead of made to order). Finally proposed to rebidding process by adding vendors from the Wooden Products category. Now RFQ ready & to be distributed on 21 February 2020.",Ongoing,Procurement
6460,15/01/2020,0,15/01/2020,6024,16/01/2020,DE879,Boresha,CDEUET0007,Mekdes Leykun,ANEGASSA,Pickup 4WD double cabin LAN 25L PRMDEN vehicle rental for Boresha project in Dollo Ado from January 17/01/2020 to February 16/01/2020,30,DAY,ETB,80956.59,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,The vendor informed through email on 15 January 2020 to arrange a vehicle for the inspection. The further decision required for the vehicle type and the request hold on for the time being.The vehicle type changed also the service starting date postponed to 04/02/2020 as well. Now under receiving the service.,Ongoing,Procurement
6465,15/01/2020,1787,15/01/2020,0,0000-00-00,CA351,GROW,CCANET0039,Ephrata Firew,ANEGASSA,production of documentary film for GROW project close out workshop,1,EA,ETB,575000,,,,,0000-00-00,,,0,"RFQ created online & submitted for the approval on 16 January 2020. Scanned RFQ with the TOR Communicated to through an email. The technical proposal submitted to PC on 22 January 2020 then opened & shared with the requester for the technical Review purpose. The technical evaluation result confirmed on 23 January 2020 and now under opening for the financial part starting on 23 January 2020. Not yet.Draft Consultant agreement created & shared with the Requesting unit on 28 January 2020. Finally, Medhin voluntarily agreed to support in handling the transaction to reduce the workload.",Ongoing,Procurement
6452,14/01/2020,N/A,14/01/2020,,01/01/1970,US31E,SINCE,IRCXET0006,Abigel,AFEKADU,A consultancy service request for SINCE project Financial Literacy and Business MGT training with the attached ToR.,1,EA,ETB,172500,,,,,0000-00-00,,,0,Advertised on ethiojobs and under the process of sharing TOR/waiting the technical evaluation from requestor,Ongoing,Procurement
6466,15/01/2020,1789,15/01/2020,0,01/01/1970,CA351,GROW,CCANET0039,Ephrata Firew,ANEGASSA,recruiting a photographer for documentation and dissemination workshop for the GROW close out workshop,1,EA,ETB,172500,,,,,0000-00-00,,,0,"RFQ created online & submitted for the approval on 16 January 2020 then the Scanned RFQ with the TOR will be Communicate to through an email accordingly. Technical Proposal opened & shared with the requester on 22 January 2020 for technical evaluation purposes. Verbally confirmed as the submitted proposals can be canceled & the requesting unit working on looking for another option instead.New supplier recommended & officially contacted on 28 January 2020 through email. Finally, Medhin voluntarily agreed to support in handling the transaction, to reduce the workload.",Ongoing,Procurement
6450,15/01/2020,1786,15/01/2020,6054,01/01/1970,US000,Admin,SUSPET0004,Mikias,AFEKADU,Cleaning supplies,0,,ETB,40628.82,OSLO TRADING PLC,FS NO 00005800,5962,8912,14/02/2020,93670,,0,RFQ was distributed and waiting quotation/quotation received and waiting confirmation of the items quality from requester's side/there is a price variation from sequesters confirmation and waiting justification/purchase order was prepared and waiting an approval/ Item collected and payment request received on 11.2.2020/ Document send for GRN on 12.2.2020/GRN issued and received on 13.2.2020/ document communicated to finance on 14.2.2020,Ongoing,Finance
6468,15/01/2020,0,15/01/2020,6023,16/01/2020,US1UH,DFSA,WVIXET0006,Mekdes Leykun,ANEGASSA,Rental of Toyota Land Cruiser Long base (three doors) from 20/Jan/2020 to 18/Feb//2020 for West Hararghe field office.,30,DAY,ETB,72928.51,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,The vendor informed through email on 15 January 2020 to arrange a vehicle for the inspection. Now under receiving the service.Waiting for payment request.,Ongoing,Procurement
6469,15/01/2020,0,15/01/2020,6022,16/01/2020,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,ANEGASSA,Extension of Toyota Land Cruiser Long base (three doors) vehicle plate # 3 ?A667558 for 30 days; from 18/Jan/2020 to 16/Feb/2020 for East Hararghe field office.,30,DAY,ETB,72928.51,GETACHEW MOLLA CAR RENTAL SERVICE,Ref:GMCR/575/12,5976,8931,28/02/2020,94030,,0,The vendor informed & PO created as well. Now Under receiving service. Payment request received on 25 February 2020 & document communicated to store for GRN.,Ongoing,Finance
